VariableRef,FinancialSpreadsheetVariableCategoryRef,DisplayName,FinalPos,ItemPosition,FinancialSpreadsheetItemID,fkParentFinancialSpreadsheetItemID,fkFinancialSpreadsheetVariableID,fkFinancialSpreadsheetVariableCategoryID,AssumptionFormula,ProjectionFormula,ProjectionBaseYearFormula
CORP_BS_PE,CORP_BS,Prepaid Expenses,8,8,1243,,289,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_PE_ABS != 0 && Y0.CORP_ASUM_PE_ABS != null 
   Formula: Y0.CORP_ASUM_PE_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_PE_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_PE_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_PE_ATS != null && Y0.CORP_ASUM_PE_ATS != 0
   Formula: (( YB1.CORP_BS_PE / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_PE_ATS )* Y0.CORP_IS_SR 
",
CORP_BS_PREEXP,CORP_BS,Prepaid Expenses,8,0,1244,1243,344,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_PREEXP 
"
CORP_BS_OCA,CORP_BS,Other Current Assets,9,9,1241,,283,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_OCA_ABS != 0 && Y0.CORP_ASUM_OCA_ABS != null 
   Formula: Y0.CORP_ASUM_OCA_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_OCA_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_OCA_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_OCA_ATS != null &&  Y0.CORP_ASUM_OCA_ATS != 0
   Formula: (( YB1.CORP_BS_OCA / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_OCA_ATS )* Y0.CORP_IS_SR 
",
CORP_BS_OTHCURASS,CORP_BS,Other Current Assets,9,0,1242,1241,345,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHCURASS 
"
,CORP_BS,<Empty Line>,10,10,1494,,,5,,,
CORP_BS_CA,CORP_BS,CURRENT ASSETS,11,11,1134,,251,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_CFD + Y0.CORP_BS_GS + Y0.CORP_BS_MS + Y0.CORP_BS_NAR + Y0.CORP_BS_NARRP + Y0.CORP_BS_INV + Y0.CORP_BS_PE + Y0.CORP_BS_OCA 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CFD + YB1.CORP_BS_GS + YB1.CORP_BS_MS + YB1.CORP_BS_NAR + YB1.CORP_BS_NARRP + YB1.CORP_BS_INV + Y0.CORP_BS_PE + YB1.CORP_BS_OCA 
"
,CORP_BS,<Empty Line>,12,12,1655,,,5,,,
CORP_BS_FA,CORP_BS,Fixed Assets,13,13,1129,,264,5,,"Case Name: 
   Condition: true
   Formula: null 
",
CORP_BS_LANDnBUIL,CORP_BS,Land & Buildings,13,0,1133,1129,346,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LANDnBUIL
"
CORP_BS_MACnEQUIP,CORP_BS,Machinery & Equipment,13,1,1132,1129,347,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_MACnEQUIP
"
CORP_BS_CONTnWIP,CORP_BS,Construction & Work in Progress,13,2,1131,1129,348,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CONTnWIP
"
CORP_BS_OTHFIXASS,CORP_BS,Other Fixed Assets,13,3,1130,1129,350,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHFIXASS
"
CORP_BS_CI,CORP_BS,Capitalised Interest,14,14,1127,,255,5,,"Case Name: 
   Condition: true
   Formula: null 
",
CORP_BS_CAPINT,CORP_BS,Capitalised Interest,14,0,1128,1127,349,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CAPINT
"
CORP_BS_ADEP,CORP_BS,Accumulated Depreciation,15,15,1125,,246,5,,"Case Name: 
   Condition: true
   Formula: null 
",
CORP_BS_ACCDEPR,CORP_BS,Less : Accumulated Depreciation,15,0,1126,1125,351,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_ACCDEPR  
"
,CORP_BS,,16,16,1496,,,5,,,
CORP_BS_NFA,CORP_BS,NET FIXED ASSETS,17,17,1124,,280,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_FA_ABS != 0 && Y0.CORP_ASUM_FA_ABS != null 
   Formula: Y0.CORP_ASUM_FA_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_FA_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_FA_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_NFA_ATS != null  && Y0.CORP_ASUM_NFA_ATS != 0
   Formula: (( YB1.CORP_BS_NFA / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_NFA_ATS )* Y0.CORP_IS_SR 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_FA + YB1.CORP_BS_CI + YB1.CORP_BS_ADEP 
"
,CORP_BS,,18,18,1495,,,5,,,
CORP_BS_INS,CORP_BS,Investments,19,19,1121,,267,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_INS_ABS != null 
   Formula: Y0.CORP_ASUM_INS_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_INS_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_INS_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_INS_ATS != null &&  Y0.CORP_ASUM_INS_ATS != 0
   Formula: (( YB1.CORP_BS_INS / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_INS_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_INSINSUBSI,CORP_BS,Investments in Subsidiaries / Associates,19,0,1123,1121,352,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INSINSUBSI 
"
CORP_BS_OTHINS,CORP_BS,Other Investments (Quoted),19,1,1122,1121,356,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHINS
"
CORP_BS_RPA,CORP_BS,Related Parties Assets,20,20,1117,,292,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_RPA_ABS  != 0 && Y0.CORP_ASUM_RPA_ABS  != null 
   Formula: Y0.CORP_ASUM_RPA_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_REPRY_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_REPRY_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_RPA_ATS != null &&  Y0.CORP_ASUM_RPA_ATS != 0
   Formula: (( YB1.CORP_BS_RPA / YB1.CORP_IS_SR )+ Y0.CORP_ASUM_RPA_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_DUEFRPARENT,CORP_BS,Due from Parent / Subsidiaries,20,0,1120,1117,353,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUEFRPARENT
"
CORP_BS_DUEFRASSCOTHREPTY,CORP_BS,Due from Associates / Other Related Parties,20,1,1119,1117,354,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUEFRASSCOTHREPTY
"
CORP_BS_DUEFRSHnDIR,CORP_BS,Due from Shareholders (individuals) / Directors,20,2,1118,1117,355,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUEFRSHnDIR 
"
CORP_BS_ONCA,CORP_BS,Other Non Current Assets,21,21,1149,,285,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_ONCA_ABS != 0 && Y0.CORP_ASUM_ONCA_ABS != null 
   Formula: Y0.CORP_ASUM_ONCA_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_ONCA_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_ONCA_PERSR, 4) * Y0.CORP_IS_SR
Case Name: 
   Condition: Y0.CORP_ASUM_ONCA_ATS != null &&  Y0.CORP_ASUM_ONCA_ATS != 0
   Formula: (( YB1.CORP_BS_ONCA/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_ONCA_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_DEFEXP,CORP_BS,Deferred Expenses,21,0,1150,1149,357,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DEFEXP
"
CORP_BS_OTHNONCURRASS,CORP_BS,Other Non-current Assets,21,1,1151,1149,359,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHNONCURRASS
"
CORP_BS_INT,CORP_BS,Intangibles,22,22,1152,,268,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_INT > 0
   Formula: Y0.CORP_ASUM_INT 
Case Name: 
   Condition: Y0.CORP_ASUM_INT == null || Y0.CORP_ASUM_INT == 0
   Formula: YB1.CORP_BS_INT + Y0.CORP_IS_AMORT 
",
CORP_BS_INTG,CORP_BS,Intangibles,22,0,1153,1152,358,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INTG
"
,CORP_BS,,23,23,1497,,,5,,,
CORP_BS_OA,CORP_BS,OTHER ASSETS,24,24,1154,,282,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_INS + Y0.CORP_BS_RPA + Y0.CORP_BS_ONCA +Y0.CORP_BS_INT
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INS + YB1.CORP_BS_RPA + YB1.CORP_BS_ONCA +YB1.CORP_BS_INT
"
CORP_BS_NCA,CORP_BS,NON-CURRENT ASSETS,25,25,1155,,279,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_NFA + Y0.CORP_BS_OA
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_NFA + YB1.CORP_BS_OA
"
CORP_BS_TA,CORP_BS,TOTAL ASSETS,26,26,1156,,299,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_NCA + Y0.CORP_BS_CA
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_NCA + YB1.CORP_BS_CA
"
,CORP_BS,,27,27,1491,,,5,,,
CORP_BS_AP,CORP_BS,A/C Payables (Non-Related Parties),28,28,1157,,248,5,,"Case Name: 
   Condition:  Y0.CORP_ASUM_AP_ABS != null 
   Formula:  Y0.CORP_ASUM_AP_ABS 
Case Name: 
   Condition:  Y0.CORP_ASUM_AP_DOSR != null 
   Formula:  ( Y0.CORP_ASUM_AP_DOSR / 365 )  * Y0.CORP_IS_SR 
Case Name: 
   Condition:  Y0.CORP_ASUM_AP_DOCOGS != null 
   Formula:  ( -Y0.CORP_ASUM_AP_DOCOGS / 365 )  * ( Y0.CORP_IS_COGS) 
Case Name: 
   Condition:  Y0.CORP_ASUM_AP_PERDOSR != null 
   Formula:  ( ( YB1.CORP_BS_AP / ( YB1.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_AP_PERDOSR ) ) / 365 *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) 
Case Name: 
   Condition:  Y0.CORP_ASUM_AP_PERDOCOGS != null 
   Formula:   ( ( YB1.CORP_BS_AP /( -YB1.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_AP_PERDOCOGS ) ) / 365 *  ( -Y0.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 ) 
",
CORP_BS_TRPAYB,CORP_BS,A/C Payables (Non-Related Parties),28,0,1158,1157,360,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TRPAYB 
"
CORP_BS_APRP,CORP_BS,A/C Payables (Related Parties),29,29,1159,,249,5,,"Case Name: 
   Condition:  Y0.CORP_ASUM_APRP_ABS != null  
   Formula:  Y0.CORP_ASUM_APRP_ABS 
Case Name: 
   Condition:  Y0.CORP_ASUM_APRP_DOSR != null  
   Formula:  ( Y0.CORP_ASUM_APRP_DOSR / 365 ) * Y0.CORP_IS_SR 
Case Name: 
   Condition:  Y0.CORP_ASUM_APRP_DOCOGS != null  
   Formula:  ( -Y0.CORP_ASUM_APRP_DOCOGS / 365 )  * ( Y0.CORP_IS_COGS ) 
Case Name: 
   Condition:  Y0.CORP_ASUM_APRP_PERDOSR != null  
   Formula:  ( ( YB1.CORP_BS_APRP / ( YB1.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_APRP_PERDOSR ) ) / 365 *  ( Y0.CORP_IS_SR / Y0.CONST_NumOfMonths * 12 )  
Case Name: 
   Condition:  Y0.CORP_ASUM_APRP_PERDOCOGS != null  
   Formula:   ( ( YB1.CORP_BS_APRP /( -YB1.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 ) * 365 ) * ( 1 + Y0.CORP_ASUM_APRP_PERDOCOGS ) ) / 365 *  ( -Y0.CORP_IS_COGS  / Y0.CONST_NumOfMonths  * 12 )  
",
CORP_BS_TRPAYBDUETOREPTY,CORP_BS,A/C Payables (Related Parties),29,0,1160,1159,361,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TRPAYBDUETOREPTY
"
CORP_BS_BP,CORP_BS,Bills Payables,30,30,1161,,250,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_BP_ABS != 0 &&  Y0.CORP_ASUM_BP_ABS != null 
   Formula: Y0.CORP_ASUM_BP_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_BP_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_BP_PERSR, 4) * Y0.CORP_IS_SR
Case Name: 
   Condition: Y0.CORP_ASUM_BP_ATS != null &&  Y0.CORP_ASUM_BP_ATS != 0
   Formula: (( YB1.CORP_BS_BP/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_BP_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_BILPAYBS,CORP_BS,Bills Payables (Secured),30,0,1162,1161,362,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_BILPAYBS
"
CORP_BS_BILPAYBUNS,CORP_BS,Bills Payables (Unsecured),30,1,1163,1161,363,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_BILPAYBUNS
"
CORP_BS_STD,CORP_BS,Short Term Debts,31,31,1164,,298,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_STD
",
CORP_BS_STBKDEBTS,CORP_BS,Bank Debts (Secured) - Short Term ,31,0,1165,1164,364,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_STBKDEBTS
"
CORP_BS_STBKDEBTUNS,CORP_BS,Bank Debts (Unsecured) - Short Term ,31,1,1166,1164,365,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_STBKDEBTUNS
"
CORP_BS_CPLTD,CORP_BS,Current Portion of Long Term Debts,32,32,1167,,260,5,,"Case Name: 
   Condition: true
   Formula:  - Y0.CORP_ASUM_LTD_TFCPLTD 
",
CORP_BS_CPLTDS,CORP_BS,Current Portion of Long-term Debts (Secured),32,0,1168,1167,366,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CPLTDS 
"
CORP_BS_CPLTDUNS,CORP_BS,Current Portion of Long-term Debts (Unsecured),32,1,1169,1167,367,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CPLTDUNS
"
CORP_BS_ITP,CORP_BS,Taxes Payable,33,33,1170,,272,5,,"Case Name: 
   Condition: Y0.CORP_IS_NPBT < 0
   Formula: 0
Case Name: 
   Condition: Y0.CORP_IS_ITE != null 
   Formula: Math.Abs (Y0.CORP_IS_ITE)
",
CORP_BS_TAXPAYB,CORP_BS,Taxes Payable,33,0,1171,1170,368,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_TAXPAYB
"
CORP_BS_IP,CORP_BS,Interest Payable,34,34,1172,,271,5,,,
CORP_BS_INTPAYB,CORP_BS,Interest Payable,34,0,1173,1172,369,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_INTPAYB
"
CORP_BS_DIVPM,CORP_BS,Dividends Payable (Mainboard Listed),35,35,1174,,262,5,,"Case Name: 
   Condition: Y0.CORP_IS_NPATM < 0
   Formula: 0
Case Name: 
   Condition: Y0.CORP_ASUM_DML_ABS != 0 && Y0.CORP_ASUM_DML_ABS != null
   Formula: Math.Abs ( Y0.CORP_ASUM_DML_ABS )
Case Name: 
   Condition: Y0.CORP_ASUM_DML_PERNPATM != null
   Formula: (Math.Round (Y0.CORP_ASUM_DML_PERNPATM, 4) * Y0.CORP_IS_NPATM)
",
CORP_BS_DIVPAYBM,CORP_BS,Dividends Payable (Mainboard Listed),35,0,1175,1174,370,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DIVPAYBM 
"
CORP_BS_DIVPOTH,CORP_BS,Dividends Payable (Others),36,36,1176,,263,5,,"Case Name: 
   Condition: Y0.CORP_IS_NPATM < 0
   Formula: 0
Case Name: 
   Condition: Y0.CORP_ASUM_DO_ABS != 0 && Y0.CORP_ASUM_DO_ABS != null
   Formula: Math.Abs ( Y0.CORP_ASUM_DO_ABS )
Case Name: 
   Condition: Y0.CORP_ASUM_DO_PERNPATM != null
   Formula: (Math.Round (Y0.CORP_ASUM_DO_PERNPATM, 4) * Y0.CORP_IS_NPATM)
",
CORP_BS_DIVPAYBOTH,CORP_BS,Dividends Payable (Others),36,0,1177,1176,371,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DIVPAYBOTH
"
CORP_BS_AE,CORP_BS,Accrued Expenses,37,37,1178,,247,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_AE_ABS != 0 && Y0.CORP_ASUM_AE_ABS != null 
   Formula: Y0.CORP_ASUM_AE_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_AE_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_AE_PERSR, 4) * Y0.CORP_IS_SR
Case Name: 
   Condition: Y0.CORP_ASUM_AE_ATS != null &&  Y0.CORP_ASUM_AE_ATS != 0
   Formula: (( YB1.CORP_BS_AE/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_AE_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_ACCEXP,CORP_BS,Accrued Expenses,37,0,1179,1178,372,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_ACCEXP 
"
CORP_BS_RPL,CORP_BS,Related Parties Liabilities,38,38,1180,,293,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_RPL_ABS  != 0 && Y0.CORP_ASUM_RPL_ABS  != null 
   Formula: Y0.CORP_ASUM_RPL_ABS 
Case Name: 
   Condition: Y0.CORP_ASUM_RPL_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_RPL_PERSR, 4) * Y0.CORP_IS_SR
Case Name: 
   Condition: Y0.CORP_ASUM_RPL_ATS != null &&  Y0.CORP_ASUM_RPL_ATS != 0
   Formula: (( YB1.CORP_BS_RPL/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_RPL_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_DUETOPARENToSUBSI,CORP_BS,Due to Parent / Subsidiaries,38,0,1181,1180,373,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUETOPARENToSUBSI
"
CORP_BS_DUETOASCOTHREPTY,CORP_BS,Due to Associates / Other Related Parties,38,1,1182,1180,374,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUETOASCOTHREPTY
"
CORP_BS_DUETOINDSHDIR,CORP_BS,Due to Shareholders (individuals) / Directors,38,2,1183,1180,375,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DUETOINDSHDIR 
"
CORP_BS_OCL,CORP_BS,Other Current Liabilities,39,39,1184,,284,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_OCL_ABS != 0 && Y0.CORP_ASUM_OCL_ABS != null 
   Formula: Y0.CORP_ASUM_OCL_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_OCL_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_OCL_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_OCL_ATS != null &&  Y0.CORP_ASUM_OCL_ATS != 0
   Formula: (( YB1.CORP_BS_OCL/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_OCL_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_OTHCURRLIAB,CORP_BS,Other Current Liabilities,39,0,1185,1184,376,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHCURRLIAB 
"
,CORP_BS,,40,40,1498,,,5,,,
CORP_BS_CL,CORP_BS,CURRENT LIABILITIES,41,41,1186,,256,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_AP + Y0.CORP_BS_APRP + Y0.CORP_BS_BP + Y0.CORP_BS_STD + Y0.CORP_BS_CPLTD + Y0.CORP_BS_ITP + Y0.CORP_BS_IP + Y0.CORP_BS_DIVPM + Y0.CORP_BS_DIVPOTH + Y0.CORP_BS_AE + Y0.CORP_BS_RPL + Y0.CORP_BS_OCL 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_AP + YB1.CORP_BS_APRP + YB1.CORP_BS_BP + YB1.CORP_BS_STD + YB1.CORP_BS_CPLTD + YB1.CORP_BS_ITP + YB1.CORP_BS_IP + YB1.CORP_BS_DIVPM + YB1.CORP_BS_DIVPOTH + YB1.CORP_BS_AE + YB1.CORP_BS_RPL + YB1.CORP_BS_OCL 
"
,CORP_BS,,42,42,1492,,,5,,,
CORP_BS_LTD,CORP_BS,Long Term Debts,43,43,1187,,273,5,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTD + Y0.CORP_ASUM_LTD_DDWN + Y0.CORP_ASUM_LTD_RPYM + Y0.CORP_ASUM_LTD_TFCPLTD
",
CORP_BS_LTBKDEBTS,CORP_BS,Bank Debts (Secured) - Long Term ,43,0,1188,1187,377,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTBKDEBTS
"
CORP_BS_LTBKDEBTUNS,CORP_BS,Bank Debts (Unsecured) - Long Term ,43,1,1189,1187,378,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTBKDEBTUNS
"
CORP_BS_LTOTHDEBTS,CORP_BS,Other Debts (Secured),43,2,1190,1187,379,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTOTHDEBTS
"
CORP_BS_LTOTHDEBTUNS,CORP_BS,Other Debts (Unsecured),43,3,1191,1187,380,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTOTHDEBTUNS
"
CORP_BS_CONVDEBTS,CORP_BS,Convertible Debts,43,4,1192,1187,382,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CONVDEBTS
"
CORP_BS_SDOCB,CORP_BS,Subordinated Debts (to OCBC),44,44,1193,,295,5,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_SDOCB + Y0.CORP_ASUM_SDOCB_DPAID + Y0.CORP_ASUM_SDOCB_FDG 
",
CORP_BS_SUBDEBTS,CORP_BS,Subordinated Debts (to OCBC),44,0,1194,1193,381,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_SUBDEBTS  
"
CORP_BS_DIT,CORP_BS,Deferred Tax,45,45,1205,,261,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_DIT != null && Y0.CORP_ASUM_DIT != 0
   Formula: Y0.CORP_ASUM_DIT
",
CORP_BS_DEFTAX,CORP_BS,Deferred Tax,45,0,1206,1205,383,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_DEFTAX
"
CORP_BS_ONCL,CORP_BS,Other Non Current Liabilities,46,46,1207,,286,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_ONCL_ABS != 0 && Y0.CORP_ASUM_ONCL_ABS != null 
   Formula: Y0.CORP_ASUM_ONCL_ABS
Case Name: 
   Condition: Y0.CORP_ASUM_ONCL_PERSR != null 
   Formula:  Math.Round(Y0.CORP_ASUM_ONCL_PERSR, 4) * Y0.CORP_IS_SR 
Case Name: 
   Condition: Y0.CORP_ASUM_ONCL_ATS != null &&  Y0.CORP_ASUM_ONCL_ATS != 0
   Formula: (( YB1.CORP_BS_ONCL/ YB1.CORP_IS_SR )+ Y0.CORP_ASUM_ONCL_ATS ) * Y0.CORP_IS_SR 
",
CORP_BS_OTHNONCURRLIAB,CORP_BS,Other Non-current Liabilities,46,0,1208,1207,384,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_OTHNONCURRLIAB
"
,CORP_BS,,47,47,1499,,,5,,,
CORP_BS_LTL,CORP_BS,LONG TERM LIABILITIES,48,48,1209,,274,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_LTD + Y0.CORP_BS_SDOCB + Y0.CORP_BS_DIT + Y0.CORP_BS_ONCL 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_LTD + YB1.CORP_BS_SDOCB + YB1.CORP_BS_DIT + YB1.CORP_BS_ONCL 
"
CORP_BS_TL,CORP_BS,TOTAL LIABILITIES,49,49,1210,,300,5,,"Case Name: 
   Condition: true
   Formula: Y0.CORP_BS_CL + Y0.CORP_BS_LTL 
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_CL + YB1.CORP_BS_LTL 
"
,CORP_BS,,50,50,1493,,,5,,,
CORP_BS_OS,CORP_BS,Ordinary Shares,51,51,1211,,287,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_OS == 0 && Y0.CORP_ASUM_OS == null 
   Formula: YB1.CORP_BS_OS 
Case Name: 
   Condition: Y0.CORP_ASUM_OS != null 
   Formula: Y0.CORP_ASUM_OS 
",
CORP_BS_PAIDUPCAP,CORP_BS,Paid-up Capital,51,0,1212,1211,385,5,,"Case Name: 
   Condition: true
   Formula: 0
","Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_PAIDUPCAP 
"
CORP_BS_PS,CORP_BS,Preference Shares,52,52,1213,,290,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_PS == 0 && Y0.CORP_ASUM_PS == null 
   Formula: YB1.CORP_BS_PS 
Case Name: 
   Condition: true
   Formula: Y0.CORP_ASUM_PS 
",
CORP_BS_PREFSH,CORP_BS,Preference Shares,52,0,1214,1213,386,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_PREFSH 
"
CORP_BS_SP,CORP_BS,Share Premium,53,53,1222,,297,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_SP_ABS == 0 && Y0.CORP_ASUM_SP_ABS == null 
   Formula: YB1.CORP_BS_SP 
Case Name: 
   Condition: Y0.CORP_ASUM_SP_ABS != null 
   Formula: Y0.CORP_ASUM_SP_ABS
",
CORP_BS_SHPREMRESV,CORP_BS,Share Premium,53,0,1223,1222,387,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_SHPREMRESV
"
CORP_BS_RR,CORP_BS,Revaluation Reserves,54,54,1220,,294,5,,"Case Name: 
   Condition: Y0.CORP_ASUM_RR_ABS == 0 &&  Y0.CORP_ASUM_RR_ABS ==  null 
   Formula: YB1.CORP_BS_RR 
Case Name: 
   Condition: Y0.CORP_ASUM_RR_ABS != null 
   Formula: Y0.CORP_ASUM_RR_ABS 
",
CORP_BS_REVARESV,CORP_BS,Revaluation Reserves,54,0,1221,1220,388,5,,,"Case Name: 
   Condition: true
   Formula: YB1.CORP_BS_REVARESV 
"
